iter	Passed	Remaining
1663	66768	73669
1664	66804	73625
1665	66843	73584
1666	66878	73538
1667	66916	73495
1668	66954	73453
1669	66995	73413
1670	67034	73373
1671	67072	73330
1672	67110	73288
1673	67147	73244
1674	67184	73201
1675	67219	73155
1676	67258	73113
1677	67300	73076
1678	67335	73030
1679	67370	72984
1680	67406	72939
1681	67444	72897
1682	67479	72852
1683	67513	72805
1684	67553	72765
1685	67592	72724
1686	67631	72682
1687	67667	72638
1688	67706	72596
1689	67741	72551
1690	67780	72510
1691	67818	72467
1692	67860	72430
1693	67903	72393
1694	67944	72353
1695	67981	72310
1696	68018	72267
1697	68053	72221
1698	68090	72178
1699	68126	72134
1700	68164	72091
1701	68201	72047
1702	68241	72007
1703	68278	71964
1704	68317	71923
1705	68351	71877
1706	68391	71837
1707	68432	71797
1708	68468	71753
1709	68503	71708
1710	68540	71665
1711	68578	71622
1712	68618	71582
1713	68654	71538
1714	68691	71494
1715	68729	71453
1716	68767	71410
1717	68806	71369
1718	68839	71322
1719	68879	71282
1720	68915	71238
1721	68955	71197
1722	68995	71157
1723	69036	71118
1724	69080	71082
1725	69122	71044
1726	69161	71004
1727	69201	70963
1728	69239	70921
1729	69276	70878
1730	69316	70838
1731	69350	70792
1732	69387	70749
1733	69426	70707
1734	69463	70664
1735	69503	70624
1736	69537	70578
1737	69576	70537
1738	69618	70498
1739	69659	70460
1740	69698	70419
1741	69739	70380
1742	69776	70337
1743	69810	70290
1744	69846	70247
1745	69889	70210
1746	69928	70168
1747	69969	70129
1748	70022	70102
1749	70063	70063
1750	70102	70022
1751	70183	70023
1752	70220	69980
1753	70260	69939
1754	70300	69900
1755	70339	69859
1756	70375	69815
1757	70415	69774
1758	70452	69731
1759	70489	69688
1760	70526	69645
1761	70565	69604
1762	70605	69564
1763	70642	69521
1764	70679	69478
1765	70715	69434
1766	70756	69394
1767	70791	69349
1768	70861	69339
1769	70900	69297
1770	70938	69256
1771	70975	69213
1772	71018	69175
1773	71060	69137
1774	71095	69093
1775	71130	69048
1776	71164	69001
1777	71198	68955
1778	71237	68915
1779	71272	68870
1780	71311	68829
1781	71347	68785
1782	71384	68742
1783	71427	68704
1784	71464	68662
1785	71498	68616
1786	71536	68574
1787	71575	68532
1788	71615	68493
1789	71654	68452
1790	71690	68408
1791	71723	68361
1792	71761	68319
1793	71796	68274
1794	71832	68231
1795	71870	68188
1796	71907	68145
1797	71940	68099
1798	71982	68061
1799	72024	68023
1800	72062	67980
1801	72099	67938
1802	72134	67893
1803	72171	67850
1804	72212	67811
1805	72249	67768
1806	72286	67726
1807	72320	67680
1808	72359	67639
1809	72393	67593
1810	72436	67556
1811	72476	67516
1812	72514	67474
1813	72552	67432
1814	72589	67390
1815	72627	67348
1816	72675	67315
1817	72716	67276
1818	72762	67242
1819	72805	67204
1820	72840	67160
1821	72879	67119
1822	72916	67077
1823	72951	67032
1824	72995	66995
1825	73032	66953
1826	73073	66913
1827	73108	66869
1828	73144	66826
1829	73182	66784
1830	73221	66743
1831	73261	66703
1832	73300	66662
1833	73336	66618
1834	73371	66574
1835	73406	66529
1836	73445	66488
1837	73481	66444
1838	73517	66401
1839	73557	66361
1840	73592	66316
1841	73627	66272
1842	73668	66233
1843	73703	66189
1844	73741	66147
1845	73775	66102
1846	73810	66057
1847	73846	66013
1848	73886	65974
1849	73926	65934
1850	73969	65896
1851	74009	65856
1852	74047	65815
1853	74085	65774
1854	74118	65727
1855	74157	65687
1856	74192	65642
1857	74231	65601
1858	74271	65561
1859	74310	65520
1860	74350	65481
1861	74389	65440
1862	74427	65399
1863	74466	65357
1864	74508	65319
1865	74544	65276
1866	74582	65234
1867	74618	65191
1868	74661	65153
1869	74694	65107
1870	74734	65068
1871	74774	65028
1872	74811	64985
1873	74849	64944
1874	74885	64900
1875	74926	64862
1876	74965	64821
1877	75007	64782
1878	75048	64743
1879	75085	64701
1880	75123	64659
1881	75163	64619
1882	75202	64578
1883	75244	64540
1884	75282	64499
1885	75317	64455
1886	75350	64409
1887	75389	64368
1888	75426	64326
1889	75461	64281
1890	75496	64237
1891	75533	64195
1892	75569	64152
1893	75612	64114
1894	75649	64072
1895	75684	64028
1896	75721	63985
1897	75759	63944
1898	75797	63903
1899	75835	63861
1900	75871	63818
1901	75907	63774
1902	75944	63733
1903	75985	63693
1904	76023	63651
1905	76061	63610
1906	76099	63569
1907	76133	63524
1908	76172	63483
1909	76213	63444
1910	76253	63404
1911	76289	63362
1912	76324	63317
1913	76364	63277
1914	76400	63234
1915	76434	63190
1916	76475	63151
1917	76516	63112
1918	76554	63070
1919	76589	63026
1920	76630	62987
1921	76667	62945
1922	76704	62902
1923	76743	62862
1924	76785	62824
1925	76824	62783
1926	76865	62745
1927	76910	62709
1928	76982	62695
1929	77025	62657
1930	77062	62615
1931	77100	62574
1932	77141	62535
1933	77182	62496
1934	77225	62459
1935	77268	62421
1936	77318	62389
1937	77368	62358
1938	77423	62330
1939	77474	62298
1940	77516	62260
1941	77551	62217
1942	77587	62173
1943	77621	62129
1944	77655	62084
1945	77692	62042
1946	77728	61999
1947	77763	61955
1948	77800	61913
1949	77838	61871
1950	77876	61830
1951	77915	61789
1952	77954	61749
1953	77990	61706
1954	78026	61662
1955	78063	61620
1956	78098	61576
1957	78135	61535
1958	78174	61494
1959	78218	61457
1960	78255	61414
1961	78292	61373
1962	78332	61332
1963	78367	61289
1964	78406	61248
1965	78442	61205
1966	78483	61166
1967	78519	61124
1968	78557	61082
1969	78592	61038
1970	78629	60996
1971	78666	60954
1972	78702	60911
1973	78741	60870
1974	78782	60832
1975	78821	60791
1976	78857	60748
1977	78896	60707
1978	78932	60665
1979	78969	60623
1980	79005	60579
1981	79046	60541
1982	79082	60498
1983	79120	60457
1984	79160	60417
1985	79194	60372
1986	79228	60328
1987	79267	60287
1988	79307	60248
1989	79345	60206
1990	79387	60168
1991	79422	60125
1992	79465	60087
1993	79502	60045
1994	79543	60006
1995	79578	59963
1996	79618	59923
1997	79658	59883
1998	79701	59845
1999	79738	59803
2000	79774	59761
2001	79811	59718
2002	79846	59675
2003	79887	59636
2004	79923	59594
2005	79958	59550
2006	79995	59508
2007	80031	59465
2008	80066	59422
2009	80103	59380
2010	80143	59340
2011	80180	59298
2012	80216	59255
2013	80256	59216
2014	80299	59178
2015	80333	59134
2016	80369	59091
2017	80407	59050
2018	80446	59010
2019	80484	58968
2020	80521	58927
2021	80555	58882
2022	80593	58841
2023	80628	58798
2024	80664	58755
2025	80704	58716
2026	80743	58675
2027	80783	58635
2028	80825	58597
2029	80863	58556
2030	80905	58517
2031	80940	58474
2032	80978	58433
2033	81019	58394
2034	81059	58355
2035	81094	58311
2036	81134	58271
2037	81169	58228
2038	81206	58186
2039	81241	58143
2040	81281	58103
2041	81318	58061
2042	81355	58019
2043	81391	57977
2044	81427	57934
2045	81462	57892
2046	81501	57851
2047	81535	57807
2048	81570	57764
2049	81604	57719
2050	81643	57679
2051	81681	57638
2052	81716	57595
2053	81756	57555
2054	81791	57512
2055	81828	57470
2056	81865	57429
2057	81901	57387
2058	81940	57346
2059	81976	57303
2060	82018	57265
2061	82064	57230
2062	82099	57187
2063	82136	57145
2064	82169	57100
2065	82203	57056
2066	82240	57015
2067	82277	56973
2068	82315	56932
2069	82354	56892
2070	82393	56852
2071	82433	56812
2072	82472	56771
2073	82508	56729
2074	82547	56689
2075	82586	56649
2076	82622	56606
2077	82654	56561
2078	82697	56523
2079	82737	56484
2080	82775	56443
2081	82813	56402
2082	82847	56358
2083	82884	56317
2084	82918	56273
2085	82958	56233
2086	82994	56191
2087	83032	56150
2088	83070	56109
2089	83105	56066
2090	83141	56024
2091	83175	55980
2092	83215	55940
2093	83252	55899
2094	83288	55856
2095	83327	55816
2096	83366	55776
2097	83401	55733
2098	83437	55691
2099	83481	55654
2100	83523	55616
2101	83558	55572
2102	83597	55532
2103	83635	55492
2104	83670	55449
2105	83704	55405
2106	83738	55361
2107	83777	55321
2108	83812	55279
2109	83852	55239
2110	83887	55196
2111	83925	55155
2112	83965	55115
2113	84005	55076
2114	84048	55038
2115	84087	54998
2116	84125	54957
2117	84173	54923
2118	84215	54885
2119	84251	54842
2120	84292	54803
2121	84325	54760
2122	84367	54721
2123	84400	54677
2124	84436	54635
2125	84471	54592
2126	84509	54551
2127	84550	54512
2128	84591	54473
2129	84630	54433
2130	84669	54393
2131	84706	54351
2132	84745	54311
2133	84784	54271
2134	84816	54226
2135	84851	54184
2136	84889	54143
2137	84931	54105
2138	84970	54065
2139	85004	54021
2140	85037	53977
2141	85076	53937
2142	85116	53897
2143	85150	53854
2144	85188	53813
2145	85227	53773
2146	85260	53729
2147	85297	53688
2148	85333	53646
2149	85367	53602
2150	85407	53563
2151	85441	53520
2152	85477	53477
2153	85512	53435
2154	85548	53393
2155	85592	53356
2156	85625	53312
2157	85663	53271
2158	85698	53228
2159	85732	53185
2160	85769	53144
2161	85809	53105
2162	85847	53064
2163	85884	53023
2164	85920	52981
2165	85956	52939
2166	85996	52899
2167	86037	52860
2168	86071	52817
2169	86112	52778
2170	86153	52739
2171	86193	52700
2172	86227	52656
2173	86263	52614
2174	86295	52570
2175	86334	52530
2176	86370	52488
2177	86404	52445
2178	86445	52406
2179	86484	52366
2180	86525	52327
2181	86562	52286
2182	86599	52245
2183	86634	52203
2184	86674	52163
2185	86715	52124
2186	86752	52083
2187	86784	52039
2188	86819	51996
2189	86852	51953
2190	86889	51911
2191	86931	51873
2192	86985	51842
2193	87031	51806
2194	87068	51765
2195	87106	51724
2196	87145	51684
2197	87185	51644
2198	87225	51605
2199	87261	51563
2200	87297	51522
2201	87336	51481
2202	87373	51440
2203	87412	51400
2204	87452	51360
2205	87486	51317
2206	87523	51276
2207	87561	51235
2208	87599	51195
2209	87641	51156
2210	87678	51116
2211	87718	51076
2212	87761	51039
2213	87797	50997
2214	87837	50957
2215	87876	50917
2216	87910	50874
2217	87951	50835
2218	87989	50795
2219	88061	50773
2220	88095	50731
2221	88131	50689
2222	88167	50647
2223	88204	50606
2224	88243	50566
2225	88285	50528
2226	88318	50484
2227	88359	50445
2228	88399	50406
2229	88440	50367
2230	88478	50326
2231	88518	50287
2232	88562	50250
2233	88597	50208
2234	88634	50166
2235	88674	50127
2236	88713	50087
2237	88750	50046
2238	88785	50003
2239	88823	49962
2240	88859	49921
2241	88893	49878
2242	88927	49836
2243	88965	49795
2244	89000	49752
2245	89037	49712
2246	89073	49670
2247	89114	49631
2248	89161	49595
2249	89200	49556
2250	89239	49515
2251	89273	49472
2252	89307	49430
2253	89340	49386
2254	89377	49345
2255	89417	49306
2256	89458	49267
2257	89495	49226
2258	89537	49188
2259	89573	49146
2260	89609	49105
2261	89646	49063
2262	89687	49025
2263	89728	48986
2264	89770	48947
2265	89807	48906
2266	89844	48865
2267	89885	48826
2268	89923	48786
2269	89964	48747
2270	89998	48704
2271	90034	48662
2272	90070	48621
2273	90108	48580
2274	90143	48538
2275	90183	48499
2276	90217	48456
2277	90257	48417
2278	90292	48375
2279	90327	48333
2280	90365	48292
2281	90402	48251
2282	90437	48209
2283	90475	48169
2284	90515	48129
2285	90550	48087
2286	90588	48047
2287	90624	48005
2288	90662	47965
2289	90697	47923
2290	90733	47881
2291	90769	47840
2292	90803	47797
2293	90841	47757
2294	90879	47716
2295	90917	47676
2296	90953	47634
2297	90988	47592
2298	91024	47551
2299	91058	47508
2300	91093	47466
2301	91133	47427
2302	91205	47404
2303	91254	47369
2304	91292	47329
2305	91330	47288
2306	91368	47248
2307	91404	47206
2308	91444	47167
2309	91485	47128
2310	91523	47088
2311	91556	47045
2312	91590	47003
2313	91627	46962
2314	91662	46920
2315	91701	46880
2316	91733	46836
2317	91769	46795
2318	91810	46756
2319	91860	46721
2320	91896	46680
2321	91934	46640
2322	91973	46600
2323	92013	46561
2324	92052	46521
2325	92102	46486
2326	92139	46446
2327	92173	46403
2328	92208	46361
2329	92245	46320
2330	92282	46280
2331	92330	46244
2332	92373	46206
2333	92421	46171
2334	92460	46131
2335	92499	46091
2336	92540	46052
2337	92579	46012
2338	92616	45971
2339	92657	45932
2340	92697	45893
2341	92736	45853
2342	92777	45814
2343	92814	45773
2344	92856	45735
2345	92903	45699
2346	92946	45661
2347	92993	45625
2348	93029	45584
2349	93065	45542
2350	93103	45502
2351	93147	45464
2352	93183	45423
2353	93228	45386
2354	93270	45347
2355	93311	45308
2356	93352	45270
2357	93392	45231
2358	93437	45193
2359	93478	45155
2360	93517	45115
2361	93563	45078
2362	93604	45039
2363	93643	44999
2364	93690	44963
2365	93732	44925
2366	93777	44887
2367	93816	44848
2368	93851	44806
2369	93890	44766
2370	93933	44728
2371	93975	44689
2372	94020	44652
2373	94061	44614
2374	94106	44576
2375	94146	44537
2376	94184	44496
2377	94222	44456
2378	94266	44418
2379	94304	44378
2380	94345	44339
2381	94380	44297
2382	94419	44257
2383	94464	44220
2384	94507	44182
2385	94548	44143
2386	94627	44122
2387	94683	44090
2388	94732	44055
2389	94779	44019
2390	94828	43983
2391	94868	43944
2392	94905	43903
2393	94947	43864
2394	94988	43825
2395	95029	43786
2396	95064	43744
2397	95109	43707
2398	95151	43668
2399	95192	43629
2400	95228	43588
2401	95268	43548
2402	95305	43508
2403	95347	43469
2404	95387	43429
2405	95424	43389
2406	95474	43354
2407	95540	43326
2408	95580	43286
2409	95616	43245
2410	95653	43204
2411	95694	43165
2412	95735	43126
2413	95776	43087
2414	95815	43047
2415	95858	43009
2416	95898	42969
2417	95937	42929
2418	95971	42887
2419	96012	42848
2420	96053	42809
2421	96095	42770
2422	96136	42731
2423	96180	42693
2424	96219	42653
2425	96260	42615
2426	96299	42575
2427	96341	42536
2428	96381	42496
2429	96531	42505
2430	96611	42483
2431	96669	42451
2432	96714	42414
2433	96761	42378
2434	96818	42345
2435	96870	42311
2436	96931	42280
2437	97001	42254
2438	97044	42215
2439	97079	42174
2440	97127	42137
2441	97170	42099
2442	97218	42062
2443	97260	42024
2444	97296	41982
2445	97336	41942
2446	97374	41902
2447	97414	41862
2448	97459	41825
2449	97501	41786
2450	97538	41745
2451	97585	41708
2452	97621	41667
2453	97663	41628
2454	97701	41587
2455	97743	41548
2456	97793	41513
2457	97838	41475
2458	97874	41434
2459	97917	41395
2460	97957	41356
2461	97994	41315
2462	98029	41273
2463	98070	41234
2464	98108	41193
2465	98172	41164
2466	98215	41125
2467	98256	41086
2468	98308	41051
2469	98357	41015
2470	98397	40975
2471	98438	40936
2472	98479	40896
2473	98521	40858
2474	98564	40819
2475	98608	40781
2476	98648	40741
2477	98688	40702
2478	98732	40663
2479	98781	40627
2480	98820	40587
2481	98861	40548
2482	98906	40510
2483	98948	40471
2484	99014	40442
2485	99064	40406
2486	99118	40372
2487	99169	40337
2488	99220	40301
2489	99280	40270
2490	99344	40240
2491	99414	40212
2492	99457	40173
2493	99497	40134
2494	99537	40094
2495	99575	40053
2496	99614	40013
2497	99701	39992
2498	99744	39953
2499	99784	39913
2500	99826	39874
2501	99866	39834
2502	99907	39795
2503	99950	39756
2504	100000	39720
2505	100037	39679
2506	100078	39640
2507	100122	39601
2508	100163	39562
2509	100205	39523
2510	100245	39483
2511	100286	39444
2512	100334	39406
2513	100381	39369
2514	100427	39332
2515	100471	39294
2516	100515	39255
2517	100555	39215
2518	100598	39177
2519	100651	39142
2520	100700	39106
2521	100780	39081
2522	100833	39046
2523	100872	39006
2524	100913	38966
2525	100953	38926
2526	100996	38887
2527	101040	38849
2528	101080	38809
2529	101118	38768
2530	101159	38729
2531	101198	38688
2532	101253	38654
2533	101304	38618
2534	101348	38580
2535	101391	38541
2536	101431	38501
2537	101470	38461
2538	101509	38420
2539	101548	38380
2540	101586	38339
2541	101628	38300
2542	101678	38264
2543	101752	38237
2544	101791	38196
2545	101836	38158
2546	101881	38120
2547	101923	38081
2548	101968	38043
2549	102009	38003
2550	102046	37962
2551	102092	37924
2552	102147	37890
2553	102211	37859
2554	102272	37826
2555	102322	37790
2556	102360	37749
2557	102394	37707
2558	102432	37666
2559	102469	37625
2560	102511	37586
2561	102551	37546
2562	102605	37511
2563	102651	37473
2564	102696	37435
2565	102739	37396
2566	102782	37357
2567	102825	37318
2568	102865	37278
2569	102905	37238
2570	102946	37198
2571	102989	37159
2572	103029	37119
2573	103068	37079
2574	103105	37037
2575	103164	37004
2576	103224	36971
2577	103272	36934
2578	103313	36894
2579	103352	36854
2580	103396	36815
2581	103442	36777
2582	103490	36740
2583	103528	36699
2584	103564	36658
2585	103604	36617
2586	103645	36578
2587	103685	36538
2588	103726	36498
2589	103768	36459
2590	103810	36419
2591	103855	36381
2592	103900	36342
2593	103938	36302
2594	103976	36261
2595	104014	36220
2596	104051	36179
2597	104095	36140
2598	104133	36100
2599	104174	36060
2600	104211	36019
2601	104253	35979
2602	104294	35940
2603	104331	35899
2604	104371	35858
2605	104409	35818
2606	104449	35778
2607	104496	35740
2608	104533	35699
2609	104582	35662
2610	104632	35625
2611	104675	35586
2612	104719	35547
2613	104765	35509
2614	104812	35471
2615	104854	35432
2616	105013	35432
2617	105136	35420
2618	105191	35385
2619	105257	35353
2620	105321	35321
2621	105364	35282
2622	105403	35241
2623	105441	35200
2624	105476	35158
2625	105510	35116
2626	105553	35077
2627	105608	35042
2628	105685	35014
2629	105725	34973
2630	105769	34934
2631	105806	34893
2632	105847	34853
2633	105891	34814
2634	105956	34782
2635	105997	34742
2636	106051	34706
2637	106095	34668
2638	106140	34629
2639	106187	34591
2640	106233	34553
2641	106271	34512
2642	106314	34472
2643	106355	34432
2644	106390	34390
2645	106433	34351
2646	106475	34311
2647	106511	34270
2648	106550	34229
2649	106592	34190
2650	106631	34149
2651	106674	34110
2652	106712	34069
2653	106751	34028
2654	106791	33988
2655	106834	33948
2656	106888	33913
2657	106927	33872
2658	106970	33833
2659	107008	33792
2660	107045	33751
2661	107085	33710
2662	107125	33670
2663	107173	33632
2664	107216	33593
2665	107262	33554
2666	107316	33518
2667	107359	33479
2668	107399	33439
2669	107440	33399
2670	107483	33359
2671	107521	33318
2672	107558	33277
2673	107601	33238
2674	107685	33211
2675	107732	33173
2676	107803	33142
2677	107842	33101
2678	107886	33062
2679	107946	33028
2680	108005	32993
2681	108052	32955
2682	108096	32916
2683	108150	32880
2684	108196	32841
2685	108236	32801
2686	108282	32762
2687	108325	32723
2688	108366	32683
2689	108410	32644
2690	108450	32603
2691	108489	32563
2692	108537	32524
2693	108749	32535
2694	108833	32508
2695	108921	32482
2696	108981	32447
2697	109100	32430
2698	109161	32396
2699	109210	32358
2700	109252	32318
2701	109295	32278
2702	109337	32239
2703	109374	32197
2704	109414	32156
2705	109457	32117
2706	109493	32075
2707	109532	32034
2708	109579	31995
2709	109642	31962
2710	109703	31927
2711	109762	31892
2712	109809	31853
2713	109864	31817
2714	109928	31784
2715	109985	31748
2716	110025	31707
2717	110064	31666
2718	110113	31628
2719	110158	31589
2720	110200	31549
2721	110243	31509
2722	110281	31468
2723	110319	31427
2724	110362	31387
2725	110408	31348
2726	110446	31307
2727	110498	31270
2728	110540	31229
2729	110581	31189
2730	110630	31151
2731	110673	31111
2732	110717	31072
2733	110760	31032
2734	110800	30991
2735	110838	30950
2736	110876	30909
2737	110913	30867
2738	110956	30827
2739	111003	30789
2740	111042	30748
2741	111083	30707
2742	111127	30668
2743	111167	30627
2744	111210	30588
2745	111249	30547
2746	111291	30506
2747	111334	30466
2748	111401	30433
2749	111441	30393
2750	111479	30352
2751	111520	30311
2752	111558	30270
2753	111607	30232
2754	111652	30192
2755	111693	30152
2756	111736	30112
2757	111774	30071
2758	111812	30030
2759	111849	29988
2760	111892	29948
2761	111931	29907
2762	111974	29867
2763	112012	29826
2764	112050	29785
2765	112096	29746
2766	112155	29710
2767	112196	29670
2768	112235	29629
2769	112276	29589
2770	112319	29549
2771	112361	29509
2772	112401	29468
2773	112442	29427
2774	112481	29387
2775	112520	29346
2776	112563	29306
2777	112603	29265
2778	112653	29227
2779	112697	29187
2780	112746	29149
2781	112789	29109
2782	112825	29067
2783	112865	29027
2784	112915	28988
2785	112952	28947
2786	112993	28907
2787	113034	28866
2788	113080	28827
2789	113121	28787
2790	113166	28747
2791	113206	28707
2792	113243	28665
2793	113284	28625
2794	113326	28585
2795	113369	28545
2796	113411	28504
2797	113458	28466
2798	113496	28424
2799	113537	28384
2800	113584	28345
2801	113624	28304
2802	113663	28263
2803	113707	28224
2804	113750	28184
2805	113808	28147
2806	113859	28109
2807	113905	28070
2808	113959	28033
2809	114009	27995
2810	114049	27954
2811	114092	27914
2812	114136	27874
2813	114173	27833
2814	114210	27791
2815	114251	27751
2816	114290	27710
2817	114329	27669
2818	114372	27629
2819	114413	27589
2820	114456	27549
2821	114497	27508
2822	114532	27466
2823	114572	27426
2824	114622	27387
2825	114670	27348
2826	114719	27310
2827	114760	27269
2828	114804	27230
2829	114841	27188
2830	114885	27148
2831	114925	27108
2832	114965	27067
2833	115005	27026
2834	115044	26985
2835	115090	26946
2836	115133	26906
2837	115179	26867
2838	115218	26826
2839	115260	26785
2840	115301	26745
2841	115346	26705
2842	115382	26664
2843	115419	26622
2844	115458	26581
2845	115507	26543
2846	115556	26504
2847	115598	26464
2848	115647	26425
2849	115698	26387
2850	115746	26348
2851	115791	26308
2852	115834	26268
2853	115873	26227
2854	115916	26187
2855	115957	26147
2856	116014	26110
2857	116062	26071
2858	116149	26041
2859	116213	26005
2860	116291	25973
2861	116349	25936
2862	116398	25898
2863	116448	25859
2864	116503	25821
2865	116554	25783
2866	116596	25743
2867	116636	25702
2868	116674	25661
2869	116718	25621
2870	116763	25581
2871	116802	25540
2872	116848	25500
2873	116887	25459
2874	116925	25418
2875	116969	25378
2876	117017	25339
2877	117074	25302
2878	117130	25264
2879	117185	25227
2880	117231	25187
2881	117276	25148
2882	117320	25108
2883	117371	25069
2884	117415	25029
2885	117462	24990
2886	117501	24949
2887	117546	24909
2888	117597	24870
2889	117645	24831
2890	117694	24792
2891	117744	24753
2892	117786	24713
2893	117833	24674
2894	117887	24636
2895	117945	24599
2896	118010	24563
2897	118070	24526
2898	118124	24488
2899	118174	24449
2900	118227	24411
2901	118276	24372
2902	118331	24334
2903	118381	24295
2904	118418	24254
2905	118462	24214
2906	118512	24175
2907	118553	24134
2908	118604	24095
2909	118644	24055
2910	118689	24015
2911	118734	23975
2912	118778	23935
2913	118818	23894
2914	118868	23855
2915	118916	23815
2916	118975	23778
2917	119027	23740
2918	119075	23700
2919	119124	23661
2920	119169	23621
2921	119217	23582
2922	119268	23543
2923	119315	23503
2924	119359	23463
2925	119400	23423
2926	119452	23384
2927	119510	23347
2928	119559	23307
2929	119611	23269
2930	119656	23229
2931	119706	23190
2932	119752	23150
2933	119803	23111
2934	119848	23071
2935	119903	23033
2936	119950	22993
2937	120001	22954
2938	120050	22915
2939	120100	22876
2940	120157	22838
2941	120243	22806
2942	120340	22776
2943	120397	22738
2944	120445	22698
2945	120518	22663
2946	120561	22623
2947	120604	22582
2948	120645	22541
2949	120689	22501
2950	120730	22460
2951	120769	22419
2952	120813	22378
2953	120861	22339
2954	120906	22299
2955	120959	22260
2956	121003	22220
2957	121051	22180
2958	121104	22141
2959	121158	22103
2960	121209	22064
2961	121253	22023
2962	121299	21983
2963	121341	21942
2964	121384	21902
2965	121434	21863
2966	121486	21824
2967	121540	21785
2968	121605	21748
2969	121653	21709
2970	121691	21667
2971	121733	21626
2972	121776	21586
2973	121818	21545
2974	121861	21504
2975	121898	21463
2976	121940	21422
2977	121984	21382
2978	122023	21340
2979	122083	21303
2980	122126	21262
2981	122169	21221
2982	122207	21180
2983	122246	21139
2984	122281	21097
2985	122337	21058
2986	122379	21017
2987	122417	20976
2988	122456	20935
2989	122495	20893
2990	122534	20852
2991	122573	20811
2992	122611	20769
2993	122650	20728
2994	122687	20686
2995	122727	20645
2996	122768	20604
2997	122811	20564
2998	122859	20524
2999	122898	20483
3000	122941	20442
3001	122987	20402
3002	123036	20362
3003	123076	20321
3004	123117	20280
3005	123158	20239
3006	123194	20197
3007	123234	20156
3008	123271	20115
3009	123310	20073
3010	123354	20033
3011	123394	19992
3012	123441	19952
3013	123488	19912
3014	123530	19871
3015	123571	19830
3016	123616	19790
3017	123656	19749
3018	123700	19708
3019	123739	19667
3020	123782	19626
3021	123822	19585
3022	123866	19544
3023	123906	19503
3024	123942	19462
3025	123979	19420
3026	124023	19379
3027	124070	19339
3028	124109	19298
3029	124152	19258
3030	124191	19216
3031	124228	19175
3032	124266	19133
3033	124308	19092
3034	124345	19051
3035	124383	19009
3036	124422	18968
3037	124460	18927
3038	124501	18886
3039	124541	18845
3040	124580	18803
3041	124616	18762
3042	124658	18721
3043	124707	18681
3044	124753	18641
3045	124791	18599
3046	124827	18558
3047	124875	18518
3048	124910	18476
3049	124964	18437
3050	125009	18397
3051	125050	18356
3052	125090	18314
3053	125133	18274
3054	125174	18233
3055	125220	18193
3056	125257	18151
3057	125297	18110
3058	125338	18069
3059	125377	18028
3060	125420	17987
3061	125461	17946
3062	125504	17905
3063	125549	17865
3064	125588	17824
3065	125632	17783
3066	125670	17742
3067	125711	17701
3068	125747	17659
3069	125784	17618
3070	125824	17576
3071	125863	17535
3072	125902	17494
3073	125944	17453
3074	125990	17413
3075	126035	17372
3076	126083	17332
3077	126338	17321
3078	126381	17280
3079	126419	17239
3080	126457	17197
3081	126494	17155
3082	126536	17115
3083	126578	17074
3084	126615	17032
3085	126653	16991
3086	126693	16949
3087	126733	16908
3088	126769	16867
3089	126805	16825
3090	126849	16784
3091	126887	16743
3092	126931	16702
3093	126975	16661
3094	127018	16621
3095	127057	16579
3096	127102	16539
3097	127143	16498
3098	127183	16457
3099	127229	16416
3100	127276	16376
3101	127312	16334
3102	127351	16293
3103	127389	16252
3104	127432	16211
3105	127476	16170
3106	127513	16129
3107	127558	16088
3108	127603	16047
3109	127640	16006
3110	127681	15965
3111	127719	15923
3112	127755	15882
3113	127795	15841
3114	127832	15799
3115	127869	15758
3116	127913	15717
3117	127950	15675
3118	127992	15634
3119	128041	15594
3120	128079	15553
3121	128117	15512
3122	128155	15470
3123	128195	15429
3124	128240	15388
3125	128280	15347
3126	128322	15306
3127	128359	15265
3128	128396	15223
3129	128434	15182
3130	128470	15140
3131	128506	15099
3132	128543	15057
3133	128587	15016
3134	128626	14975
3135	128665	14934
3136	128710	14893
3137	128752	14852
3138	128790	14811
3139	128837	14771
3140	128874	14729
3141	128915	14688
3142	128957	14647
3143	129007	14607
3144	129051	14567
3145	129090	14525
3146	129135	14485
3147	129168	14443
3148	129212	14402
3149	129253	14361
3150	129289	14319
3151	129332	14279
3152	129370	14237
3153	129408	14196
3154	129443	14154
3155	129492	14114
3156	129538	14074
3157	129588	14033
3158	129635	13993
3159	129684	13953
3160	129729	13912
3161	129774	13872
3162	129835	13833
3163	129877	13792
3164	129915	13750
3165	129949	13709
3166	129991	13668
3167	130040	13627
3168	130082	13587
3169	130124	13546
3170	130166	13505
3171	130206	13463
3172	130248	13422
3173	130285	13381
3174	130329	13340
3175	130366	13299
3176	130406	13258
3177	130447	13217
3178	130490	13176
3179	130538	13135
3180	130577	13094
3181	130624	13054
3182	130660	13012
3183	130700	12971
3184	130737	12930
3185	130774	12888
3186	130808	12846
3187	130848	12805
3188	130887	12764
3189	130926	12723
3190	130969	12682
3191	131009	12641
3192	131050	12600
3193	131088	12558
3194	131130	12517
3195	131174	12477
3196	131209	12435
3197	131251	12394
3198	131298	12354
3199	131339	12313
3200	131378	12271
3201	131426	12231
3202	131470	12190
3203	131511	12149
3204	131552	12108
3205	131593	12067
3206	131630	12026
3207	131672	11985
3208	131709	11943
3209	131746	11902
3210	131785	11861
3211	131822	11819
3212	131858	11778
3213	131896	11736
3214	131937	11695
3215	131974	11654
3216	132011	11613
