iter	RMSE
1514	0.4421705021
1515	0.4421233811
1516	0.4420677693
1517	0.4420151662
1518	0.4419795274
1519	0.4419229312
1520	0.4418802547
1521	0.4418069458
1522	0.441705424
1523	0.4416315544
1524	0.441585319
1525	0.4415253614
1526	0.441470577
1527	0.441412149
1528	0.4413576206
1529	0.4413177997
1530	0.4412468568
1531	0.4411937436
1532	0.4411201969
1533	0.4410723432
1534	0.4410418698
1535	0.4410024476
1536	0.4409574939
1537	0.4408982003
1538	0.4407938592
1539	0.4407426525
1540	0.4407012777
1541	0.4406438031
1542	0.4405708092
1543	0.4405054821
1544	0.4404649063
1545	0.4403745074
1546	0.4403230194
1547	0.4402609643
1548	0.4401829615
1549	0.4401331611
1550	0.4400618693
1551	0.439992281
1552	0.4399251043
1553	0.4398698605
1554	0.4398227536
1555	0.4397477356
1556	0.4397002502
1557	0.4396593389
1558	0.43959787
1559	0.4395539845
1560	0.4394550888
1561	0.439429719
1562	0.4393741154
1563	0.4393332027
1564	0.4392950069
1565	0.4392452084
1566	0.4392106117
1567	0.4391506569
1568	0.4390919117
1569	0.4390468275
1570	0.4390053508
1571	0.4389563503
1572	0.4389092461
1573	0.4388415953
1574	0.4387925505
1575	0.4387390843
1576	0.4386829348
1577	0.4386217931
1578	0.4385463042
1579	0.4384983906
1580	0.4384757186
1581	0.4384130507
1582	0.4383593274
1583	0.4382868568
1584	0.438238938
1585	0.4381961307
1586	0.4381565334
1587	0.4381013566
1588	0.4380063351
1589	0.4379312017
1590	0.4378547655
1591	0.4378061296
1592	0.4377787466
1593	0.4377251983
1594	0.4376521198
1595	0.4376022967
1596	0.4375363084
1597	0.4374343757
1598	0.4373711102
1599	0.4373154093
1600	0.4372629399
1601	0.4371835076
1602	0.4371642245
1603	0.4371098145
1604	0.437030768
1605	0.4369641598
1606	0.4369275873
1607	0.436906215
1608	0.4368520165
1609	0.4368145882
1610	0.4367794908
1611	0.4367391958
1612	0.4367018924
1613	0.436612411
1614	0.4365370501
1615	0.4364846446
1616	0.4364390074
1617	0.4363702379
1618	0.4362807206
1619	0.4362546618
1620	0.4361894487
1621	0.4361397374
1622	0.4360700211
1623	0.4359796677
1624	0.4359382105
1625	0.4358756889
1626	0.4358297343
1627	0.4357668806
1628	0.4357038104
1629	0.4356062879
1630	0.4355503704
1631	0.4355088278
1632	0.4354714704
1633	0.4354561594
1634	0.4354182223
1635	0.4353559505
1636	0.4352954001
1637	0.4352590449
1638	0.4352443469
1639	0.4351844755
1640	0.4351195508
1641	0.4350449726
1642	0.4350172421
1643	0.4349437699
1644	0.4348717568
1645	0.4347729249
1646	0.4347035362
1647	0.4346659148
1648	0.4345928455
1649	0.4345403565
1650	0.4344734859
1651	0.4344032538
1652	0.4343522143
1653	0.4342814559
1654	0.4342339206
1655	0.4341933527
1656	0.4341389641
1657	0.4340892109
1658	0.4340175771
1659	0.4339780616
1660	0.4339023373
1661	0.4338640548
1662	0.4338162297
1663	0.433787691
1664	0.4337316532
1665	0.4336717496
1666	0.4336009535
1667	0.4335363909
1668	0.4334733734
1669	0.4334031165
1670	0.4333320166
1671	0.4332567481
1672	0.4332197035
1673	0.4331619306
1674	0.4331045849
1675	0.4330488758
1676	0.4329567156
1677	0.4328861402
1678	0.4328249021
1679	0.4327809201
1680	0.4327348958
1681	0.4326832902
1682	0.4326413882
1683	0.4325614182
1684	0.4324563861
1685	0.4323992034
1686	0.4323313013
1687	0.4322623821
1688	0.4321959844
1689	0.4321359838
1690	0.4321124791
1691	0.4320621194
1692	0.4320244071
1693	0.4319935717
1694	0.4319350752
1695	0.4318625772
1696	0.4318051036
1697	0.4317665221
1698	0.43172081
1699	0.4316424543
1700	0.4316111752
1701	0.431547313
1702	0.4314869886
1703	0.4314186287
1704	0.4313688472
1705	0.4313046605
1706	0.4312593532
1707	0.4312097514
1708	0.4311380309
1709	0.4311042212
1710	0.4310465251
1711	0.4309752446
1712	0.4309171655
1713	0.4308884384
1714	0.4308278815
1715	0.430802867
1716	0.4307438078
1717	0.4306383753
1718	0.4305806517
1719	0.4305016154
1720	0.4304275534
1721	0.4303856465
1722	0.4303102847
1723	0.4302628005
1724	0.4302269536
1725	0.4301664638
1726	0.4301191929
1727	0.4300756223
1728	0.4300522636
1729	0.4299518612
1730	0.4299052744
1731	0.4298621518
1732	0.4298348079
1733	0.4297959786
1734	0.4297449264
1735	0.4296881661
1736	0.4296514781
1737	0.429618213
1738	0.4295433809
1739	0.4295165599
1740	0.4294556815
1741	0.4293691582
1742	0.4293081025
1743	0.4292255644
1744	0.4291910433
1745	0.4291369349
1746	0.4290665504
1747	0.4289928185
1748	0.4289508373
1749	0.4288955095
1750	0.4288456959
1751	0.4287969224
1752	0.4287623374
1753	0.4286937941
1754	0.428662638
1755	0.428613394
1756	0.4285454645
1757	0.4284973395
1758	0.4284362079
1759	0.4283909835
1760	0.4283219763
1761	0.42827253
1762	0.4282060562
1763	0.428164123
1764	0.428116227
1765	0.4280773113
1766	0.4280259584
1767	0.4279605644
1768	0.4279221673
1769	0.4278631368
1770	0.4278307441
1771	0.4277938461
1772	0.4277490948
1773	0.4277114073
1774	0.4276720547
1775	0.427602878
1776	0.4275348797
1777	0.4275076902
1778	0.4274703818
1779	0.4274175184
1780	0.4273602826
1781	0.427322383
1782	0.427287878
1783	0.42725929
1784	0.4272042077
1785	0.4271495925
1786	0.4271000516
1787	0.4270493128
1788	0.426983035
1789	0.4269101898
1790	0.4268502736
1791	0.4267857587
1792	0.426731279
1793	0.4266637603
1794	0.4266176929
1795	0.4265955383
1796	0.4265338331
1797	0.4264760625
1798	0.4264487053
1799	0.4264174362
1800	0.4263466146
1801	0.4262901395
1802	0.4262698235
1803	0.426238192
1804	0.4261751187
1805	0.4261278107
1806	0.4260792129
1807	0.4260191381
1808	0.4259934287
1809	0.425962702
1810	0.4259100617
1811	0.425873773
1812	0.4258637542
1813	0.4257688014
1814	0.4257454664
1815	0.4256688005
1816	0.4255946761
1817	0.4255253938
1818	0.4254794345
1819	0.4254423566
1820	0.4253904292
1821	0.4253293419
1822	0.4252571195
1823	0.4251988338
1824	0.4251369314
1825	0.4250657107
1826	0.4250323263
1827	0.4249861628
1828	0.4249469729
1829	0.4248818401
1830	0.424801005
1831	0.4247411702
1832	0.4247030278
1833	0.4246642805
1834	0.4246248733
1835	0.4245582317
1836	0.424494105
1837	0.4244466711
1838	0.4243985912
1839	0.424357927
1840	0.4242652887
1841	0.4242079986
1842	0.4241334458
1843	0.4240757079
1844	0.4239918679
1845	0.4239408411
1846	0.4238762456
1847	0.4238399585
1848	0.4237703821
1849	0.4237308234
1850	0.4236674083
1851	0.4236074065
1852	0.4235825016
1853	0.4235393227
1854	0.423477178
1855	0.4234389225
1856	0.4233771345
1857	0.4233158042
1858	0.4232608804
1859	0.4232009598
1860	0.4231621722
1861	0.4231015249
1862	0.4230586317
1863	0.422978881
1864	0.4229563153
1865	0.4229178586
1866	0.4228721844
1867	0.4228076598
1868	0.4227091362
1869	0.4226285538
1870	0.4225619993
1871	0.4225085641
1872	0.4224713386
1873	0.4224133362
1874	0.422360151
1875	0.4222931495
1876	0.4222471316
1877	0.4221976482
1878	0.4221736432
1879	0.422123784
1880	0.4220784095
1881	0.4220127796
1882	0.4219620644
1883	0.4218970781
1884	0.4218611823
1885	0.421848002
1886	0.4218139839
1887	0.4217735792
1888	0.4217343978
1889	0.4216658263
1890	0.4215936376
1891	0.4215583833
1892	0.4215153606
1893	0.4214713679
1894	0.4214304983
1895	0.4214031433
1896	0.4213442739
1897	0.4212886815
1898	0.4212719991
1899	0.4212332173
1900	0.421169138
1901	0.4211411749
1902	0.4211011981
1903	0.4210323615
1904	0.4209545992
1905	0.4208617993
1906	0.4208004221
1907	0.4207577452
1908	0.4207172014
1909	0.4206772066
1910	0.4206105509
1911	0.420530672
1912	0.420491377
1913	0.420420806
1914	0.4203850845
1915	0.4203346942
1916	0.4202761279
1917	0.4202433015
1918	0.4202150771
1919	0.4201706463
1920	0.4201451061
1921	0.4201052071
1922	0.420066658
1923	0.420053383
1924	0.4200216787
1925	0.4199759023
1926	0.4199273574
1927	0.4198945818
1928	0.4198347019
1929	0.4198021981
1930	0.4197168961
1931	0.4196738335
1932	0.4196225693
1933	0.419569892
1934	0.4195132999
1935	0.4194321584
1936	0.4194021264
1937	0.4193547954
1938	0.4193004632
1939	0.4192539107
1940	0.4192138825
1941	0.4191481308
1942	0.4191120599
1943	0.4190841243
1944	0.419037866
1945	0.4189881289
1946	0.4189385911
1947	0.4188993109
1948	0.4188184328
1949	0.4187719821
1950	0.4187126952
1951	0.4186738157
1952	0.4186031524
1953	0.4185424162
1954	0.4184895167
1955	0.4184301221
1956	0.4183734135
1957	0.4183361971
1958	0.4182577259
1959	0.4181869288
1960	0.4181166012
1961	0.4180737796
1962	0.4180326133
1963	0.417983043
1964	0.4179692209
1965	0.4179198317
1966	0.4178992977
1967	0.4178471952
1968	0.4177867571
1969	0.417750225
1970	0.4177119487
1971	0.417672517
1972	0.4176425567
1973	0.4175995738
1974	0.4175301622
1975	0.41747108
1976	0.4174101996
1977	0.417363097
1978	0.4173086749
1979	0.4172588695
1980	0.4172115943
1981	0.4171818314
1982	0.4171179809
1983	0.4170335788
1984	0.416963696
1985	0.4169418669
1986	0.4169084382
1987	0.4168774139
1988	0.4168322426
1989	0.4167758729
1990	0.4167232049
1991	0.4166671371
1992	0.4166206005
1993	0.4165686413
1994	0.416512703
1995	0.4164443189
1996	0.4163875073
1997	0.4163362617
1998	0.4162640098
1999	0.4162025893
2000	0.4161463847
2001	0.4161029208
2002	0.4160418936
2003	0.4159907979
2004	0.4159302348
2005	0.4158715696
2006	0.4158506342
2007	0.4157971119
2008	0.4157655543
2009	0.4157165739
2010	0.4156556141
2011	0.4156372453
2012	0.4155951213
2013	0.4155322032
2014	0.4154767912
2015	0.4154523601
2016	0.4154079263
2017	0.4153662938
2018	0.4153492929
2019	0.415331228
2020	0.4152936508
2021	0.415250579
2022	0.4152173393
2023	0.415130632
2024	0.4150830356
2025	0.4150175874
2026	0.4149728645
2027	0.4149438143
2028	0.4149031787
2029	0.4148273408
2030	0.4147502472
2031	0.4146864985
2032	0.4146295651
2033	0.4145816979
2034	0.4145606181
2035	0.414512296
2036	0.4144654961
2037	0.4144076367
2038	0.4143518463
2039	0.4142752095
2040	0.4142401679
2041	0.41422523
2042	0.4141529554
2043	0.4141104521
2044	0.4140275298
2045	0.4139534418
2046	0.4139186587
2047	0.413875424
2048	0.4138296707
2049	0.4137675184
2050	0.4136894791
2051	0.4136570825
2052	0.4136464541
2053	0.4135654757
2054	0.4135335096
2055	0.4134864171
2056	0.4134584041
2057	0.4133928456
2058	0.4133712805
2059	0.4133344498
2060	0.4132727778
2061	0.4132479715
2062	0.4132086299
2063	0.4131292709
2064	0.4130616915
2065	0.4130376539
2066	0.4130139066
2067	0.4129676022
2068	0.4129378639
2069	0.4129028779
2070	0.4128619391
2071	0.4128135245
2072	0.4127616991
2073	0.4127362379
2074	0.4126803438
2075	0.4126574013
2076	0.4125886185
2077	0.4125711688
2078	0.412510326
2079	0.412449879
2080	0.4123790476
2081	0.4123382901
2082	0.4122991019
2083	0.4122641078
2084	0.412200119
2085	0.4121506257
2086	0.4120881861
2087	0.41206781
2088	0.4120244993
2089	0.4119860045
2090	0.4119591681
2091	0.4119035887
2092	0.4118440468
2093	0.4117982889
2094	0.4117770228
2095	0.4117224931
2096	0.4116792095
2097	0.4116342014
2098	0.4115998242
2099	0.4115460162
2100	0.4114975407
2101	0.4114664674
2102	0.4113795001
2103	0.4113317148
2104	0.4112890694
2105	0.4112523949
2106	0.41118785
2107	0.4111183604
2108	0.4110729343
2109	0.4110038872
2110	0.4109405391
2111	0.4108727673
2112	0.4108373687
2113	0.4107946993
2114	0.4107552333
2115	0.4107149702
2116	0.4106568358
2117	0.4106173338
2118	0.4105752158
2119	0.4105292857
2120	0.4104768442
2121	0.410410676
2122	0.4103783146
2123	0.4103248735
2124	0.4102882037
2125	0.4102202044
2126	0.4101876815
2127	0.410132877
2128	0.410090168
2129	0.4100742411
2130	0.4100182302
2131	0.4099656442
2132	0.4099436974
2133	0.4099048051
2134	0.4098833707
2135	0.4098404285
2136	0.4097940879
2137	0.4097438927
2138	0.4097013334
2139	0.4096372703
2140	0.409585155
2141	0.4095427647
2142	0.4094895667
2143	0.409433569
2144	0.409400101
2145	0.4093519774
2146	0.4093153403
2147	0.4092826792
2148	0.4092293754
2149	0.4091978061
2150	0.409145566
2151	0.4091011985
2152	0.4090760377
2153	0.4090240591
2154	0.408980971
2155	0.4089165384
2156	0.4088569916
2157	0.4088075497
2158	0.4087617619
2159	0.4087329755
2160	0.4086690908
2161	0.4086085933
2162	0.4085711793
2163	0.4085385216
2164	0.4085074629
2165	0.4084719554
2166	0.4084201852
2167	0.4083535617
2168	0.4083044049
2169	0.408251042
2170	0.4081954404
2171	0.4081477815
2172	0.408079547
2173	0.4080523918
2174	0.4080378979
2175	0.4080086759
2176	0.4079604842
2177	0.4079293521
2178	0.4078907697
2179	0.4078383833
2180	0.4078115036
2181	0.4077651602
2182	0.4077390993
2183	0.4076558692
2184	0.4075810531
2185	0.4075082309
2186	0.4074676241
2187	0.4074340351
2188	0.4073548864
2189	0.407292967
2190	0.4072298704
2191	0.4072020196
2192	0.4071629603
2193	0.4071388658
2194	0.4070710066
2195	0.4070165356
2196	0.4069656658
2197	0.4069074874
2198	0.4068777931
2199	0.4068096748
2200	0.4067720762
2201	0.4067613624
2202	0.4067199768
2203	0.4066720398
2204	0.4066412496
2205	0.4065998282
2206	0.4065388233
2207	0.4064941624
2208	0.4064513456
2209	0.4064198737
2210	0.4063464459
2211	0.4062928114
2212	0.4062682736
2213	0.40621869
2214	0.4061723099
2215	0.406115166
2216	0.4060362939
2217	0.4059895302
2218	0.4059247415
2219	0.4059064792
2220	0.405853494
2221	0.4058133327
2222	0.4057558683
2223	0.405715732
2224	0.405689715
2225	0.4056322235
2226	0.4055605067
2227	0.4055132294
2228	0.4054624679
2229	0.4054413005
2230	0.4054037676
2231	0.4053588519
2232	0.4052820841
2233	0.4052220958
2234	0.4051840295
2235	0.4051272688
2236	0.4050707012
2237	0.4050135176
2238	0.404958136
2239	0.404927369
2240	0.4048907022
2241	0.4048283974
2242	0.4047509182
2243	0.4047283613
2244	0.4046590292
2245	0.4045903451
2246	0.4045550705
2247	0.4045142768
2248	0.4044767173
2249	0.404383979
2250	0.404359679
2251	0.4042976947
2252	0.4042404236
2253	0.4042190496
2254	0.4041714421
2255	0.4041394022
2256	0.4040735547
2257	0.4040209175
2258	0.4039811679
2259	0.4039502956
2260	0.403891335
2261	0.4038416091
2262	0.4037985157
2263	0.4037473969
2264	0.4036817198
2265	0.4036243373
2266	0.403572807
2267	0.4035350329
2268	0.4034776002
2269	0.4034247552
2270	0.4033665349
2271	0.4032908484
2272	0.4032423252
2273	0.4031752267
2274	0.4031306544
2275	0.4030779919
2276	0.4030150175
2277	0.4029552161
2278	0.4029138524
2279	0.4028836482
2280	0.40283433
2281	0.4027736923
2282	0.4027529371
2283	0.4027006521
2284	0.4026460065
2285	0.4026023156
2286	0.4025508386
2287	0.4025080532
2288	0.4024849536
2289	0.4024492414
2290	0.4024058005
2291	0.402379392
2292	0.4023185689
2293	0.4022686106
2294	0.4022119249
2295	0.402167694
2296	0.4021339194
2297	0.4021044893
2298	0.4020558284
2299	0.4020125897
2300	0.4019553124
2301	0.4019210569
2302	0.4018759781
2303	0.4018388302
2304	0.4018127813
2305	0.401758407
2306	0.4017139236
2307	0.4016530243
2308	0.4016152901
2309	0.4015388711
2310	0.40151183
2311	0.4014656013
2312	0.401437908
2313	0.4013989619
2314	0.4013620312
2315	0.40133773
2316	0.4012869535
2317	0.4012214316
2318	0.4011706219
2319	0.4011345243
2320	0.4010908644
2321	0.4010678398
2322	0.4010221161
2323	0.4009918338
2324	0.4009372052
2325	0.4008715333
2326	0.4008329061
2327	0.400794848
2328	0.4007664742
2329	0.4007106667
2330	0.4006671309
2331	0.4006230863
2332	0.4005684747
2333	0.4005005796
2334	0.4004481538
2335	0.4004041903
2336	0.4003651062
2337	0.4003237505
2338	0.4002846653
2339	0.4002239441
2340	0.4001906541
2341	0.4001275412
2342	0.4000887638
2343	0.4000292751
2344	0.3999915997
2345	0.39995395
2346	0.3999188972
2347	0.3998529321
2348	0.3998268325
2349	0.399780227
2350	0.3997248947
2351	0.3996507002
2352	0.3996297643
2353	0.3995567978
2354	0.3995179005
2355	0.399470579
2356	0.3994184493
2357	0.3993722089
2358	0.3992890959
2359	0.3992585651
2360	0.3992050857
2361	0.399147743
2362	0.3991086953
2363	0.3990612052
2364	0.3990248801
2365	0.3989986364
2366	0.3989639318
2367	0.3989283226
2368	0.3988652789
2369	0.398840843
2370	0.3988215614
2371	0.39878678
2372	0.3987299698
2373	0.3986822771
2374	0.3986562935
2375	0.3986248172
2376	0.3985845804
2377	0.3985406736
2378	0.3984949435
2379	0.398450572
2380	0.398425481
2381	0.3984045435
2382	0.3983788168
2383	0.3983408832
2384	0.3982984453
2385	0.3982492419
2386	0.3982177509
2387	0.3981929577
2388	0.3981155981
2389	0.3980767579
2390	0.398026134
2391	0.3979855726
2392	0.3979676548
2393	0.3979302406
2394	0.3979029757
2395	0.3978743719
2396	0.3978218342
2397	0.3977908599
2398	0.3977196605
2399	0.3976564906
2400	0.3976070924
2401	0.3975531029
2402	0.3975081431
2403	0.3974574169
2404	0.3974257116
2405	0.3973780237
2406	0.3973251753
2407	0.3972652594
2408	0.3972308856
2409	0.3971948207
2410	0.3971638058
2411	0.3971199621
2412	0.3971049803
2413	0.3970746058
2414	0.3970086781
2415	0.3969540801
2416	0.3969359115
2417	0.3969077665
2418	0.396861098
2419	0.3968354044
2420	0.3967964782
2421	0.3967483963
2422	0.3966958257
2423	0.3966493541
2424	0.3966248895
2425	0.3966053846
2426	0.3965390272
2427	0.3964851382
2428	0.3964361079
2429	0.3963924987
2430	0.3963457153
2431	0.3963046204
2432	0.3962616057
2433	0.3962003817
2434	0.3961722316
2435	0.3961238634
2436	0.3960847381
2437	0.3960386569
2438	0.3959916075
2439	0.3959327961
2440	0.3958856567
2441	0.3958479447
2442	0.3958019503
2443	0.3957694849
2444	0.3957065205
2445	0.3956621158
2446	0.3956164825
2447	0.395600895
2448	0.3955452931
2449	0.3955218588
2450	0.3954663065
2451	0.3954355349
2452	0.3953752659
2453	0.395331056
2454	0.3952919629
2455	0.3952447451
2456	0.3952101587
2457	0.3951677096
2458	0.3950924677
2459	0.3950249209
2460	0.394970779
2461	0.394902755
2462	0.3948371259
2463	0.3947949603
2464	0.39475303
2465	0.3946786941
2466	0.394640182
2467	0.3945914067
2468	0.3945173028
2469	0.3944729044
2470	0.3944468835
2471	0.3943970615
2472	0.3943733058
2473	0.3943456076
2474	0.3942901764
2475	0.3942540931
2476	0.3942074875
2477	0.3941428501
2478	0.3941033169
2479	0.394059039
2480	0.393997322
2481	0.3939691473
2482	0.3939332835
2483	0.3938851744
2484	0.3938519175
2485	0.3938101369
2486	0.3937753903
2487	0.393723013
2488	0.3936872216
2489	0.3936539273
2490	0.393600981
2491	0.3935711728
2492	0.3935255793
2493	0.3934859257
2494	0.3934145781
2495	0.3933751896
2496	0.3933461784
2497	0.3932879605
2498	0.3932545636
2499	0.393212333
2500	0.3931876375
2501	0.393159315
2502	0.3931269487
2503	0.3930974266
2504	0.3930630533
2505	0.3930070818
2506	0.3929894115
2507	0.3929597386
2508	0.3929166243
2509	0.3928881873
2510	0.3928537329
2511	0.3928238531
2512	0.3927865129
2513	0.3927480165
2514	0.3927201247
2515	0.3926734347
2516	0.3926205036
2517	0.3925606717
2518	0.3924992294
2519	0.3924664666
2520	0.3924242076
2521	0.392383217
2522	0.3923437846
2523	0.3923048365
2524	0.3922390137
2525	0.3921878402
2526	0.3921324507
2527	0.3920787842
2528	0.3920672294
2529	0.3920159566
2530	0.3919523579
2531	0.3918801711
2532	0.3918331805
2533	0.3917846269
2534	0.3917512328
2535	0.3917143024
2536	0.3916565928
2537	0.3916193946
2538	0.3915770666
2539	0.3915325921
2540	0.3914877569
2541	0.3914375538
2542	0.3914055876
2543	0.3913715526
2544	0.3913387272
2545	0.3913215695
2546	0.3912598597
2547	0.3911984182
2548	0.39114685
2549	0.3911357099
2550	0.3910822174
2551	0.3910339791
2552	0.3909742937
2553	0.3909431277
2554	0.3909058547
2555	0.3908541296
2556	0.3908305424
2557	0.3908036434
2558	0.3907482982
2559	0.3906974887
2560	0.3906555111
2561	0.3906119551
2562	0.3905541096
2563	0.3905199327
2564	0.3904907067
2565	0.3904530474
2566	0.3903784061
2567	0.3903572855
2568	0.3903471139
2569	0.3903010431
2570	0.3902561287
2571	0.3902160861
2572	0.3901997882
2573	0.3901450146
2574	0.3901110665
2575	0.3900655102
2576	0.3900207126
2577	0.3899871689
2578	0.389958778
2579	0.3899170553
2580	0.3898784305
2581	0.3898360717
2582	0.3898030912
2583	0.3897559916
2584	0.3897147676
2585	0.3896628967
2586	0.3896161857
2587	0.3895708483
2588	0.3895409074
2589	0.3895144652
2590	0.3894890469
2591	0.3894412084
2592	0.389415084
2593	0.3893766772
2594	0.3893507305
2595	0.3892932255
2596	0.3892504667
2597	0.3892071709
2598	0.3891745377
2599	0.3891274869
2600	0.3890860151
2601	0.3890379195
2602	0.389008842
2603	0.388952692
2604	0.3888927547
2605	0.3888635748
2606	0.3888248778
2607	0.388800458
2608	0.3887806808
2609	0.3887548797
2610	0.3887414578
2611	0.3887090319
2612	0.3886580259
2613	0.3886238307
2614	0.3885892128
2615	0.3885438558
2616	0.3885158467
2617	0.3884947895
2618	0.3884467791
2619	0.3884199886
2620	0.3883890137
2621	0.3883559745
2622	0.3883115116
2623	0.3883004776
2624	0.3882597856
2625	0.3882119528
2626	0.38820425
2627	0.3881481457
2628	0.3881073236
2629	0.3880747364
2630	0.3880106764
2631	0.3879813243
2632	0.3879620672
2633	0.3879431791
2634	0.387890969
2635	0.3878443905
2636	0.3878088885
2637	0.3877329522
2638	0.3876734588
2639	0.3876081545
2640	0.3875933315
2641	0.3875581754
2642	0.3874995872
2643	0.3874799614
2644	0.3874682554
2645	0.3874198469
2646	0.3874075829
2647	0.3873687331
2648	0.3873367765
2649	0.3873027462
2650	0.3872618807
2651	0.3872019952
2652	0.3871395028
2653	0.387104351
2654	0.387061004
2655	0.3870395408
2656	0.3869716818
2657	0.3869229145
2658	0.3868633599
2659	0.3868399116
2660	0.3867930442
2661	0.3867845861
2662	0.3867256286
2663	0.3866823421
2664	0.3866413029
2665	0.3865852852
2666	0.3865429824
2667	0.3864977264
2668	0.3864846354
2669	0.3864545875
2670	0.3864214643
2671	0.3863962413
2672	0.3863591255
2673	0.3863144286
2674	0.3862679715
2675	0.386218555
2676	0.3861564102
2677	0.3861219227
2678	0.3860740245
2679	0.3860257195
2680	0.3860159426
2681	0.3859645741
2682	0.3859189935
2683	0.3858952459
2684	0.385840295
2685	0.3858046972
2686	0.3857669901
2687	0.3857064698
2688	0.3856696108
2689	0.3856309092
2690	0.3855998574
2691	0.3855737582
2692	0.3855397087
2693	0.3854905083
2694	0.385451168
2695	0.3854053601
2696	0.3853526734
2697	0.3853022676
2698	0.385275892
2699	0.3852293205
2700	0.3852178162
2701	0.3851647318
2702	0.3851330554
2703	0.3850901249
2704	0.3850597599
2705	0.3850399502
2706	0.3850183105
2707	0.3849703737
2708	0.3849530013
2709	0.3849124282
2710	0.3848760891
2711	0.3848403524
2712	0.3848082479
2713	0.3847619229
2714	0.3847526678
2715	0.3847101609
2716	0.3846736899
2717	0.3846363431
2718	0.3846117465
2719	0.3845740784
2720	0.384520635
2721	0.3844667091
2722	0.3844369125
2723	0.3844174141
2724	0.384393978
2725	0.3843502138
2726	0.3843213145
2727	0.3842902719
2728	0.3842559735
2729	0.3842314742
2730	0.3841985125
2731	0.3841679303
2732	0.3841588399
2733	0.384097595
2734	0.3840354088
2735	0.384022956
2736	0.3840061582
2737	0.3839716043
2738	0.3839501458
2739	0.3839085767
2740	0.3838992031
2741	0.3838563675
2742	0.3838050955
2743	0.3837644956
2744	0.3837416544
2745	0.3836850628
2746	0.3836468152
2747	0.3836000092
2748	0.383573291
2749	0.3835141705
2750	0.3834962782
2751	0.3834727741
2752	0.3834427634
2753	0.38340932
2754	0.3833724858
2755	0.3833320885
2756	0.3833086778
2757	0.3832911608
2758	0.3832680243
2759	0.3832291381
2760	0.3831931096
2761	0.383136194
2762	0.3830745827
2763	0.3830477937
2764	0.3830297226
2765	0.382996673
2766	0.3829709573
2767	0.382958804
2768	0.3829094304
2769	0.3828890729
2770	0.382843203
2771	0.3827937157
2772	0.3827608205
2773	0.3827465741
2774	0.3826767999
2775	0.3826340195
2776	0.382585704
2777	0.3825394697
2778	0.3825044046
2779	0.3824737542
2780	0.3824308997
2781	0.3824133615
2782	0.3823661369
2783	0.3823099977
2784	0.3822698829
2785	0.382239759
2786	0.3822091732
2787	0.3821732149
2788	0.3821209888
2789	0.3820448182
2790	0.3819959105
2791	0.3819392123
2792	0.3818870492
2793	0.3818516638
2794	0.3818260198
2795	0.3817685561
2796	0.3817403966
2797	0.3816984449
2798	0.3816629551
2799	0.3816243191
2800	0.3815954748
2801	0.3815453505
2802	0.3815043556
2803	0.381474485
2804	0.3814402037
2805	0.3814089286
2806	0.3813820719
2807	0.3813373004
2808	0.3812989014
2809	0.3812558033
2810	0.3812233394
2811	0.3811777711
2812	0.381135082
2813	0.3810899244
2814	0.3810684244
2815	0.3810334821
2816	0.381012295
2817	0.380984121
2818	0.3809480119
2819	0.3809010595
2820	0.3808707893
2821	0.3808398226
2822	0.3808186314
2823	0.3807600586
2824	0.3807167168
2825	0.3806670414
2826	0.3806474909
2827	0.3806094819
2828	0.3805545776
2829	0.3805290198
2830	0.380489005
2831	0.3804608382
2832	0.380417221
2833	0.3803880488
2834	0.3803153957
2835	0.380273385
2836	0.3802436037
2837	0.3802073576
2838	0.380180933
2839	0.3801486019
2840	0.3801160631
2841	0.3800832688
2842	0.3800297529
2843	0.3799766275
2844	0.3799473183
2845	0.3799065675
2846	0.3798581565
2847	0.3798124653
2848	0.3797455019
2849	0.3797053167
2850	0.3796586838
2851	0.3796214092
2852	0.3795938872
2853	0.3795618895
2854	0.3795112634
2855	0.379456166
2856	0.3794211472
2857	0.3793817411
2858	0.379351467
2859	0.3793254549
2860	0.3792896459
2861	0.3792557125
2862	0.3792090495
2863	0.37916093
2864	0.379124528
2865	0.3790965097
2866	0.3790604441
2867	0.3790336042
2868	0.3790043211
2869	0.3789579307
2870	0.3789428171
2871	0.3789115487
2872	0.3788698213
2873	0.3788573169
2874	0.3788170289
2875	0.378779492
2876	0.3787523836
2877	0.3787128947
2878	0.3786572963
2879	0.3786151877
2880	0.3785676096
2881	0.3785491389
2882	0.3784965159
2883	0.3784524649
2884	0.3784175754
2885	0.3783895176
2886	0.3783557299
2887	0.3783464844
2888	0.3783163234
2889	0.3782847245
2890	0.3782644025
2891	0.3782375924
2892	0.3782148586
2893	0.3782056943
2894	0.3781813936
2895	0.3781578679
2896	0.3781233124
2897	0.3780896325
2898	0.3780611536
2899	0.3780516739
2900	0.3780078544
2901	0.3779845227
2902	0.3779449766
2903	0.3779288022
2904	0.3778988418
2905	0.3778610585
2906	0.3777991822
2907	0.3777360943
2908	0.3777123186
2909	0.3776812987
2910	0.3776345182
2911	0.3775916359
2912	0.3775475774
2913	0.3775368277
2914	0.3775038561
2915	0.3774641271
2916	0.3774358839
2917	0.3773993374
2918	0.3773587882
2919	0.3773193541
2920	0.3773006274
2921	0.3772643978
2922	0.3772159971
2923	0.377187675
2924	0.3771491257
2925	0.3771141405
2926	0.3770902538
2927	0.3770540733
